SchoolYear,ESD,CountyNumber,County,CountyDistrictNumber,District,GradeTested,ELATotalTestedNotTested,ELATotalTested,ELAMetStandardIncludingPrevPass,ELAPercentMetStandardIncludingPrevPass,ELAMetStandardWithoutPrevPass,ELAPercentMetStandardWithoutPrevPass,ELAPercentMetStandardExcludingNoScore,ELALevel1,ELAPercentLevel1,ELALevel2,ELAPercentLevel2,ELALevelBasic,ELAPercentLevelBasic,ELALevel3,ELAPercentLevel3,ELALevel4,ELAPercentLevel4,ELANoScore,ELAPercentNoScore,ELANotMet,ELAPercentNotMet,ELAExcusedAbsence,ELAExempted,ELAWAASPORT,ELAWAASDAPE,MathTotalTestedNotTested,MathTotalTested,MathMetStandardIncludingPrevPass,MathPercentMetStandardIncludingPrevPass,MathMetStandardWithoutPrevPass,MathPercentMetStandardWithoutPrevPass,MathPercentMetStandardExcludingNoScore,MathLevel1,MathPercentLevel1,MathLevel2,MathPercentLevel2,MathLevelBasic,MathPercentLevelBasic,MathLevel3,MathPercentLevel3,MathLevel4,MathPercentLevel4,MathNoScore,MathPercentNoScore,MathNotMet,MathPercentNotMet,MathExcusedAbsence,MathExempted,MathWAASPORT,MathWAASDAPE,ELALevelIndex,MathLevelIndex
2014-15,Puget Sound Educational Service District 121,27,Pierce,27010,Tacoma School District,3,2393,2331,1012,42.2,1012,42.2,43.4,703,29.3,616,25.69,4,0.1,525,21.89,483,20.1,62,2.5,1381,57.7,,131,23,,2388,2355,1140,47.7,1140,47.7,48.4,632,26.39,583,24.39,4,0.1,704,29.39,432,18,33,1.3,1248,52.2,,139,23,,2.27,2.35
2014-15,Puget Sound Educational Service District 121,27,Pierce,27010,Tacoma School District,4,2203,2157,933,42.29,933,42.29,43.3,728,33,496,22.5,4,0.1,477,21.6,452,20.5,46,2,1270,57.6,1,86,37,,2203,2155,987,44.79,987,44.79,45.8,445,20.1,723,32.79,6,0.2,576,26.1,405,18.3,48,2.1,1216,55.1,1,91,35,,2.25,2.37
2014-15,Puget Sound Educational Service District 121,27,Pierce,27010,Tacoma School District,5,2178,2138,1106,50.7,1106,50.7,51.7,580,26.6,452,20.69,6,0.2,715,32.79,385,17.6,40,1.8,1072,49.2,,97,18,,2174,2134,933,42.89,933,42.89,43.7,668,30.69,533,24.5,2,0,404,18.5,527,24.19,40,1.8,1241,57,2,99,19,,2.37,2.32
2014-15,Puget Sound Educational Service District 121,27,Pierce,27010,Tacoma School District,6,1980,1944,899,45.39,899,45.39,46.2,516,26,529,26.69,21,1,628,31.69,250,12.59,36,1.8,1081,54.5,7,132,23,,1985,1943,747,37.6,747,37.6,38.4,633,31.8,563,28.3,7,0.3,405,20.39,335,16.8,42,2.1,1238,62.29,7,127,23,,2.25,2.17
2014-15,Puget Sound Educational Service District 121,27,Pierce,27010,Tacoma School District,7,2050,2017,1039,50.6,1039,50.6,51.5,490,23.89,488,23.8,22,1,755,36.79,262,12.69,33,1.6,1011,49.29,,111,23,,2047,2008,841,41,841,41,41.9,571,27.8,596,29.1,5,0.2,514,25.1,322,15.69,39,1.89,1206,58.89,2,115,23,,2.33,2.24
2014-15,Puget Sound Educational Service District 121,27,Pierce,27010,Tacoma School District,8,1956,1912,924,47.2,924,47.2,48.3,465,23.69,523,26.69,26,1.3,683,34.89,215,10.9,44,2.2,1032,52.7,8,124,20,,1955,1899,739,37.79,739,37.79,38.9,701,35.79,459,23.39,7,0.3,374,19.1,358,18.3,56,2.79,1216,62.1,8,130,20,,2.25,2.13
2014-15,Puget Sound Educational Service District 121,27,Pierce,27010,Tacoma School District,11,1807,919,417,23,417,23,45.4,271,14.9,231,12.69,9,0.4,250,13.8,158,8.69,888,49.1,1390,76.9,5,312,17,,1790,655,151,8.4,151,8.4,23.1,329,18.3,175,9.69,3,0.1,97,5.4,51,2.79,1135,63.39,1639,91.5,11,334,18,,1.16,0.65
2014-15,Educational Service District 113,14,Grays Harbor,14077,Taholah School District,3,14,14,2,14.19,2,14.19,14.3,10,71.4,2,14.19,0,0,1,7.09,1,7.09,0,0,12,85.7,,,,,14,14,2,14.19,2,14.19,14.3,10,71.4,2,14.19,0,0,2,14.19,0,0,0,0,12,85.7,,,,,1.49,1.42
2014-15,Educational Service District 113,14,Grays Harbor,14077,Taholah School District,4,10,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,Educational Service District 113,14,Grays Harbor,14077,Taholah School District,5,16,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,Educational Service District 113,14,Grays Harbor,14077,Taholah School District,6,15,15,2,13.3,2,13.3,13.3,9,60,4,26.6,0,0,1,6.59,1,6.59,0,0,13,86.59,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,1.59,
2014-15,Educational Service District 113,14,Grays Harbor,14077,Taholah School District,7,12,,,,,,,,,,,,,,,,,,,,,,,,,12,12,1,8.3,1,8.3,8.3,8,66.59,3,25,0,0,1,8.3,0,0,0,0,11,91.59,,1,,,,1.41
2014-15,Educational Service District 113,14,Grays Harbor,14077,Taholah School District,8,17,17,1,5.79,1,5.79,5.9,11,64.7,5,29.39,0,0,1,5.79,0,0,0,0,16,94.09,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,1.41,
2014-15,Educational Service District 113,14,Grays Harbor,14077,Taholah School District,11,17,13,4,23.5,4,23.5,30.8,3,17.6,6,35.2,0,0,4,23.5,0,0,4,23.5,13,76.4,,1,,,19,,,,,,,,,,,,,,,,,,,,,,,,,1.59,
2014-15,Puget Sound Educational Service District 121,17,King,17409,Tahoma School District,3,592,585,435,73.4,435,73.4,74.4,67,11.3,83,14,2,0.3,155,26.1,278,46.89,7,1.1,157,26.5,,12,8,,596,588,463,77.59,463,77.59,78.7,51,8.5,74,12.4,2,0.3,204,34.2,257,43.1,8,1.3,133,22.3,,11,8,,3.05,3.08
2014-15,Puget Sound Educational Service District 121,17,King,17409,Tahoma School District,4,620,606,434,70,434,70,71.6,85,13.69,87,14,3,0.4,169,27.19,262,42.2,14,2.2,186,30,,14,6,,625,608,428,68.4,428,68.4,70.4,48,7.59,132,21.1,8,1.19,192,30.69,228,36.39,17,2.7,197,31.5,,12,6,,2.92,2.87
2014-15,Puget Sound Educational Service District 121,17,King,17409,Tahoma School District,5,574,565,424,73.79,424,73.79,75,69,12,72,12.5,6,1,219,38.1,199,34.6,9,1.5,150,26.1,,18,3,,573,564,365,63.6,365,63.6,64.7,72,12.5,127,22.1,2,0.3,127,22.1,236,41.1,9,1.5,208,36.29,,20,3,,2.9,2.87
2014-15,Puget Sound Educational Service District 121,17,King,17409,Tahoma School District,6,649,631,450,69.29,450,69.29,71.3,69,10.59,112,17.19,6,0.9,275,42.29,169,26,18,2.7,199,30.6,,8,5,,650,632,401,61.6,401,61.6,63.4,77,11.8,154,23.6,1,0.1,187,28.69,213,32.7,18,2.7,249,38.29,,8,5,,2.76,2.76
2014-15,Puget Sound Educational Service District 121,17,King,17409,Tahoma School District,7,614,606,473,77,473,77,78.1,52,8.4,81,13.09,11,1.7,280,45.6,182,29.6,8,1.3,141,22.89,,11,3,,614,604,423,68.79,423,68.79,70,70,11.4,111,18,3,0.4,187,30.39,233,37.89,10,1.6,191,31.1,,12,3,,2.9,2.9
2014-15,Puget Sound Educational Service District 121,17,King,17409,Tahoma School District,8,603,592,443,73.4,443,73.4,74.8,44,7.2,105,17.39,9,1.39,287,47.5,147,24.3,11,1.8,160,26.5,,21,8,,603,594,377,62.5,377,62.5,63.5,85,14,132,21.8,3,0.4,187,31,187,31,9,1.39,226,37.39,,19,8,,2.82,2.75
2014-15,Puget Sound Educational Service District 121,17,King,17409,Tahoma School District,11,571,202,122,21.3,122,21.3,60.4,44,7.7,36,6.29,0,0,71,12.4,51,8.9,369,64.59,449,78.59,,21,7,,571,197,94,16.39,94,16.39,47.7,43,7.5,60,10.5,0,0,47,8.19,47,8.19,374,65.4,477,83.5,,21,7,,0.93,0.86
2014-15,Educational Service District 101,38,Whitman,38265,Tekoa School District,3,16,14,9,56.2,9,56.2,64.3,3,18.69,2,12.5,0,0,4,25,5,31.19,2,12.5,7,43.7,,2,,,16,14,9,56.2,9,56.2,64.3,2,12.5,3,18.69,0,0,4,25,5,31.19,2,12.5,7,43.7,,2,,,2.43,2.5
2014-15,Educational Service District 101,38,Whitman,38265,Tekoa School District,4,20,19,14,70,14,70,73.7,3,15,2,10,0,0,4,20,10,50,1,5,6,30,,1,,,20,20,14,70,14,70,70,3,15,3,15,0,0,5,25,9,45,0,0,6,30,,1,,,2.95,3
2014-15,Educational Service District 101,38,Whitman,38265,Tekoa School District,5,19,19,14,73.59,14,73.59,73.7,5,26.3,0,0,0,0,11,57.79,3,15.69,0,0,5,26.3,,,,,18,18,8,44.39,8,44.39,44.4,6,33.29,4,22.19,0,0,5,27.69,3,16.6,0,0,10,55.5,,1,,,2.62,2.27
2014-15,Educational Service District 101,38,Whitman,38265,Tekoa School District,6,22,22,16,72.7,16,72.7,72.7,3,13.59,3,13.59,0,0,8,36.29,8,36.29,0,0,6,27.19,,2,,,23,23,14,60.79,14,60.79,60.9,4,17.3,5,21.69,0,0,9,39.1,5,21.69,0,0,9,39.1,,1,,,2.95,2.65
2014-15,Educational Service District 101,38,Whitman,38265,Tekoa School District,7,11,11,2,18.1,2,18.1,18.2,7,63.6,2,18.1,0,0,2,18.1,0,0,0,0,9,81.79,,1,,,11,11,2,18.1,2,18.1,18.2,8,72.7,1,9,0,0,2,18.1,0,0,0,0,9,81.79,,1,,,1.54,1.45
2014-15,Educational Service District 101,38,Whitman,38265,Tekoa School District,8,13,13,10,76.9,10,76.9,76.9,1,7.59,2,15.3,0,0,8,61.5,2,15.3,0,0,3,23,,,,,13,13,4,30.69,4,30.69,30.8,2,15.3,7,53.79,0,0,0,0,4,30.69,0,0,9,69.2,,,,,2.84,2.46
2014-15,Educational Service District 101,38,Whitman,38265,Tekoa School District,11,12,10,7,58.29,7,58.29,70,0,0,3,25,0,0,4,33.29,3,25,2,16.6,5,41.6,,2,,,12,8,1,8.3,1,8.3,12.5,6,50,1,8.3,0,0,1,8.3,0,0,4,33.29,11,91.59,,2,,,2.5,0.92
2014-15,Educational Service District 113,34,Thurston,34402,Tenino School District,3,94,94,49,52.1,49,52.1,52.1,18,19.1,27,28.69,0,0,34,36.1,15,15.9,0,0,45,47.79,,5,1,,95,95,55,57.79,55,57.79,57.9,14,14.69,26,27.3,0,0,34,35.7,21,22.1,0,0,40,42.1,,5,1,,2.48,2.65
2014-15,Educational Service District 113,34,Thurston,34402,Tenino School District,4,96,94,40,41.6,40,41.6,42.6,21,21.8,33,34.29,0,0,26,27,14,14.5,2,2,56,58.29,,4,3,,96,94,41,42.7,41,42.7,43.6,14,14.5,39,40.6,0,0,30,31.19,11,11.4,2,2,55,57.2,,4,3,,2.29,2.35
2014-15,Educational Service District 113,34,Thurston,34402,Tenino School District,5,99,98,54,54.5,54,54.5,55.1,18,18.1,26,26.19,0,0,37,37.29,17,17.1,1,1,45,45.39,,5,2,,99,98,35,35.29,35,35.29,35.7,27,27.19,36,36.29,0,0,16,16.1,19,19.1,1,1,64,64.59,,4,2,,2.51,2.24
2014-15,Educational Service District 113,34,Thurston,34402,Tenino School District,6,74,74,31,41.79,31,41.79,41.9,17,22.89,26,35.1,0,0,27,36.39,4,5.4,0,0,43,58.1,,6,1,,74,74,18,24.3,18,24.3,24.3,27,36.39,29,39.1,0,0,10,13.5,8,10.8,0,0,56,75.59,,6,1,,2.24,1.98
2014-15,Educational Service District 113,34,Thurston,34402,Tenino School District,7,102,97,48,47,48,47,49.5,16,15.59,33,32.29,0,0,42,41.1,6,5.79,5,4.9,54,52.89,,5,2,,103,98,24,23.3,24,23.3,24.5,33,32,41,39.79,0,0,17,16.5,7,6.7,5,4.79,79,76.59,,5,1,,2.27,1.88
2014-15,Educational Service District 113,34,Thurston,34402,Tenino School District,8,85,83,57,67,57,67,68.7,7,8.19,19,22.3,0,0,36,42.29,21,24.69,2,2.29,28,32.89,,4,3,,85,83,37,43.5,37,43.5,44.6,23,27,23,27,0,0,24,28.19,13,15.19,2,2.29,48,56.39,,4,3,,2.78,2.26
2014-15,Educational Service District 113,34,Thurston,34402,Tenino School District,11,87,38,13,14.9,13,14.9,34.2,10,11.4,15,17.19,0,0,10,11.4,3,3.39,49,56.29,74,85,,8,,,87,,,,,,,,,,,,,,,,,,,,,,,,,0.94,
2014-15,Educational Service District 105,19,Kittitas,19400,Thorp School District,3,6,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,Educational Service District 105,19,Kittitas,19400,Thorp School District,4,10,10,4,40,4,40,40,1,10,5,50,0,0,3,30,1,10,0,0,6,60,,2,,,10,9,6,60,6,60,66.7,1,10,2,20,0,0,6,60,0,0,1,10,4,40,,2,,,2.4,2.3
2014-15,Educational Service District 105,19,Kittitas,19400,Thorp School District,5,9,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,Educational Service District 105,19,Kittitas,19400,Thorp School District,6,12,12,5,41.6,5,41.6,41.7,4,33.29,3,25,0,0,5,41.6,0,0,0,0,7,58.29,,,,,12,11,3,25,3,25,27.3,0,0,8,66.59,1,8.3,2,16.6,0,0,1,8.3,9,75,,,,,2.08,1.83
2014-15,Educational Service District 105,19,Kittitas,19400,Thorp School District,7,6,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,Educational Service District 105,19,Kittitas,19400,Thorp School District,8,4,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,Educational Service District 105,19,Kittitas,19400,Thorp School District,11,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,Educational Service District 113,21,Lewis,21237,Toledo School District,3,53,53,21,39.6,21,39.6,39.6,14,26.39,18,33.89,2,3.7,10,18.8,9,16.89,0,0,32,60.29,,1,2,,53,53,30,56.6,30,56.6,56.6,12,22.6,11,20.69,1,1.8,19,35.79,10,18.8,0,0,23,43.29,,1,2,,2.18,2.47
2014-15,Educational Service District 113,21,Lewis,21237,Toledo School District,4,53,53,22,41.5,22,41.5,41.5,14,26.39,17,32,1,1.8,14,26.39,7,13.19,0,0,31,58.39,,,,,54,54,22,40.7,22,40.7,40.7,17,31.39,15,27.69,0,0,16,29.6,6,11.09,0,0,32,59.2,,,,,2.22,2.2
2014-15,Educational Service District 113,21,Lewis,21237,Toledo School District,5,47,47,26,55.29,26,55.29,55.3,11,23.39,10,21.19,2,4.2,19,40.39,5,10.59,0,0,21,44.6,,3,,,48,48,18,37.5,18,37.5,37.5,11,22.89,19,39.5,1,2,5,10.4,12,25,0,0,30,62.5,,2,,,2.29,2.33
2014-15,Educational Service District 113,21,Lewis,21237,Toledo School District,6,54,54,31,57.39,31,57.39,57.4,9,16.6,14,25.89,3,5.5,21,38.79,7,12.9,0,0,23,42.5,,,,,55,55,24,43.6,24,43.6,43.6,18,32.7,13,23.6,0,0,17,30.89,7,12.69,0,0,31,56.29,,,,,2.36,2.23
2014-15,Educational Service District 113,21,Lewis,21237,Toledo School District,7,49,47,18,36.7,18,36.7,38.3,12,24.39,17,34.6,2,4,12,24.39,4,8.09,2,4,31,63.2,,2,1,,49,47,9,18.3,9,18.3,19.1,22,44.79,16,32.6,0,0,7,14.19,2,4,2,4,40,81.59,,2,1,,1.99,1.69
2014-15,Educational Service District 113,21,Lewis,21237,Toledo School District,8,65,65,41,63,41,63,63.1,9,13.8,15,23,1,1.5,33,50.7,7,10.69,0,0,24,36.89,,3,,,65,65,24,36.89,24,36.89,36.9,25,38.39,16,24.6,0,0,16,24.6,8,12.3,0,0,41,63,,3,,,2.55,2.11
2014-15,Educational Service District 113,21,Lewis,21237,Toledo School District,11,71,51,36,50.7,36,50.7,70.6,7,9.8,8,11.19,0,0,20,28.1,16,22.5,20,28.1,35,49.2,,9,1,,71,48,18,25.3,18,25.3,37.5,13,18.3,17,23.89,0,0,9,12.59,9,12.59,23,32.29,53,74.59,,8,1,,2.06,1.54
2014-15,North Central Educational Service District 171,24,Okanogan,24404,Tonasket School District,3,104,103,45,43.2,45,43.2,43.7,21,20.1,37,35.5,0,0,28,26.89,17,16.3,1,0.9,59,56.7,,6,1,,105,104,57,54.2,57,54.2,54.8,18,17.1,29,27.6,0,0,36,34.2,21,20,1,0.9,48,45.7,,5,1,,2.37,2.55
2014-15,North Central Educational Service District 171,24,Okanogan,24404,Tonasket School District,4,93,93,41,44,41,44,44.1,28,30.1,24,25.8,0,0,25,26.8,16,17.19,0,0,52,55.89,,3,3,,93,93,42,45.1,42,45.1,45.2,19,20.39,32,34.39,0,0,28,30.1,14,15,0,0,51,54.79,,3,3,,2.31,2.39
2014-15,North Central Educational Service District 171,24,Okanogan,24404,Tonasket School District,5,85,85,51,60,51,60,60,17,20,17,20,0,0,31,36.39,20,23.5,0,0,34,40,,3,,,84,84,42,50,42,50,50,19,22.6,23,27.3,0,0,17,20.19,25,29.69,0,0,42,50,,2,,,2.63,2.57
2014-15,North Central Educational Service District 171,24,Okanogan,24404,Tonasket School District,6,80,80,38,47.5,38,47.5,47.5,18,22.5,24,30,0,0,26,32.5,12,15,0,0,42,52.5,,5,,,81,81,35,43.2,35,43.2,43.2,26,32,20,24.6,0,0,19,23.39,16,19.69,0,0,46,56.7,,5,,,2.4,2.3
2014-15,North Central Educational Service District 171,24,Okanogan,24404,Tonasket School District,7,85,83,36,42.29,36,42.29,43.4,20,23.5,27,31.69,0,0,27,31.69,9,10.5,2,2.29,49,57.6,1,7,,,85,82,31,36.39,31,36.39,37.8,24,28.19,27,31.69,0,0,18,21.1,13,15.19,3,3.5,54,63.5,1,8,,,2.24,2.16
2014-15,North Central Educational Service District 171,24,Okanogan,24404,Tonasket School District,8,88,87,40,45.39,40,45.39,46,16,18.1,31,35.2,1,1.1,32,36.29,7,7.9,1,1.1,48,54.5,,3,,,88,86,22,25,22,25,25.6,34,38.6,30,34,0,0,11,12.5,11,12.5,2,2.2,66,75,,3,,,2.29,1.94
2014-15,North Central Educational Service District 171,24,Okanogan,24404,Tonasket School District,11,61,54,29,47.5,29,47.5,53.7,11,18,14,22.89,0,0,19,31.1,10,16.3,7,11.4,32,52.39,5,10,,,61,55,16,26.19,16,26.19,29.1,21,34.39,18,29.5,0,0,11,18,5,8.09,6,9.8,45,73.7,5,9,,,2.22,1.8
2014-15,Educational Service District 105,39,Yakima,39202,Toppenish School District,3,322,318,71,22,71,22,22.3,158,49,89,27.6,2,0.6,45,13.9,24,7.4,4,1.19,251,77.9,2,15,,,321,318,99,30.8,99,30.8,31.1,130,40.39,89,27.69,3,0.9,75,23.3,21,6.5,3,0.9,222,69.09,2,17,,,1.76,1.92
2014-15,Educational Service District 105,39,Yakima,39202,Toppenish School District,4,293,289,52,17.69,52,17.69,18,168,57.29,69,23.5,0,0,37,12.59,15,5.09,4,1.3,241,82.2,,10,1,,292,288,57,19.5,57,19.5,19.8,119,40.7,112,38.29,0,0,44,15,13,4.4,4,1.3,235,80.4,,10,1,,1.62,1.8
2014-15,Educational Service District 105,39,Yakima,39202,Toppenish School District,5,283,279,64,22.6,64,22.6,22.9,141,49.79,74,26.1,3,1,51,18,10,3.5,4,1.39,219,77.29,1,9,3,,282,280,36,12.69,36,12.69,12.9,162,57.39,82,29,0,0,28,9.9,8,2.79,2,0.7,246,87.2,1,9,3,,1.7,1.56
2014-15,Educational Service District 105,39,Yakima,39202,Toppenish School District,6,332,314,36,10.8,36,10.8,11.5,201,60.5,77,23.1,1,0.3,32,9.59,3,0.9,18,5.4,296,89.09,,7,4,,333,315,31,9.3,31,9.3,9.8,210,63,74,22.19,0,0,24,7.2,7,2.1,18,5.4,302,90.59,,7,4,,1.39,1.37
2014-15,Educational Service District 105,39,Yakima,39202,Toppenish School District,7,301,284,36,11.9,36,11.9,12.7,170,56.39,78,25.89,1,0.3,34,11.19,1,0.3,17,5.59,265,88,2,15,3,,301,285,34,11.19,34,11.19,11.9,158,52.39,93,30.8,0,0,29,9.59,5,1.6,16,5.29,267,88.7,2,18,3,,1.43,1.49
2014-15,Educational Service District 105,39,Yakima,39202,Toppenish School District,8,298,274,53,17.69,53,17.69,19.3,120,40.2,101,33.79,2,0.6,41,13.69,10,3.29,24,8,245,82.2,3,27,,,298,275,42,14,42,14,15.3,160,53.6,73,24.39,0,0,31,10.4,11,3.6,23,7.7,256,85.9,3,27,,,1.62,1.48
2014-15,Educational Service District 105,39,Yakima,39202,Toppenish School District,11,327,182,37,11.3,37,11.3,20.3,81,24.69,64,19.5,0,0,31,9.4,6,1.8,145,44.29,290,88.59,20,147,,,324,,,,,,,,,,,,,,,,,,,,,,,,,0.99,
2014-15,Educational Service District 123,36,Walla Walla,36300,Touchet School District,3,21,21,7,33.29,7,33.29,33.3,4,19,10,47.6,0,0,4,19,3,14.19,0,0,14,66.59,,,,,21,21,10,47.6,10,47.6,47.6,6,28.5,5,23.8,0,0,8,38,2,9.5,0,0,11,52.29,,,,,2.28,2.28
2014-15,Educational Service District 123,36,Walla Walla,36300,Touchet School District,4,17,17,6,35.2,6,35.2,35.3,6,35.2,5,29.39,0,0,4,23.5,2,11.69,0,0,11,64.7,,1,,,17,17,5,29.39,5,29.39,29.4,5,29.39,7,41.1,0,0,4,23.5,1,5.79,0,0,12,70.5,,1,,,2.11,2.05
2014-15,Educational Service District 123,36,Walla Walla,36300,Touchet School District,5,18,18,6,33.29,6,33.29,33.3,8,44.39,4,22.19,0,0,4,22.19,2,11.09,0,0,12,66.59,,1,,,18,18,4,22.19,4,22.19,22.2,7,38.79,7,38.79,0,0,3,16.6,1,5.5,0,0,14,77.7,,1,,,2,1.88
2014-15,Educational Service District 123,36,Walla Walla,36300,Touchet School District,6,15,15,10,66.59,10,66.59,66.7,2,13.3,3,20,0,0,7,46.6,3,20,0,0,5,33.29,,,,,15,15,11,73.29,11,73.29,73.3,2,13.3,2,13.3,0,0,7,46.6,4,26.6,0,0,4,26.6,,,,,2.73,2.86
2014-15,Educational Service District 123,36,Walla Walla,36300,Touchet School District,7,14,14,8,57.1,8,57.1,57.1,2,14.19,4,28.5,0,0,4,28.5,4,28.5,0,0,6,42.79,,,,,14,14,10,71.4,10,71.4,71.4,1,7.09,3,21.39,0,0,6,42.79,4,28.5,0,0,4,28.5,,,,,2.71,2.92
2014-15,Educational Service District 123,36,Walla Walla,36300,Touchet School District,8,17,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,Educational Service District 123,36,Walla Walla,36300,Touchet School District,11,27,25,20,74,20,74,80,1,3.7,4,14.8,0,0,10,37,10,37,2,7.4,7,25.89,,1,,,27,,,,,,,,,,,,,,,,,,,,,,,,,2.92,
2014-15,Educational Service District 112,08,Cowlitz,08130,Toutle Lake School District,3,46,45,17,36.89,17,36.89,37.8,14,30.39,14,30.39,0,0,12,26,5,10.8,1,2.1,29,63,,,,,46,45,28,60.79,28,60.79,62.2,7,15.19,10,21.69,0,0,12,26,16,34.7,1,2.1,18,39.1,,,,,2.12,2.75
2014-15,Educational Service District 112,08,Cowlitz,08130,Toutle Lake School District,4,46,44,26,56.5,26,56.5,59.1,7,15.19,11,23.89,0,0,15,32.6,11,23.89,2,4.29,20,43.39,,1,,,46,44,25,54.29,25,54.29,56.8,6,13,13,28.19,0,0,17,36.89,8,17.3,2,4.29,21,45.6,,1,,,2.56,2.49
2014-15,Educational Service District 112,08,Cowlitz,08130,Toutle Lake School District,5,45,45,22,48.79,22,48.79,48.9,15,33.29,8,17.69,0,0,13,28.8,9,20,0,0,23,51.1,,1,1,,45,45,28,62.2,28,62.2,62.2,6,13.3,11,24.39,0,0,8,17.69,20,44.39,0,0,17,37.7,,1,1,,2.35,2.93
2014-15,Educational Service District 112,08,Cowlitz,08130,Toutle Lake School District,6,51,51,26,50.89,26,50.89,51,11,21.5,14,27.39,0,0,16,31.3,10,19.6,0,0,25,49,,,,,51,51,15,29.39,15,29.39,29.4,13,25.39,23,45,0,0,8,15.59,7,13.69,0,0,36,70.5,,,,,2.49,2.17
2014-15,Educational Service District 112,08,Cowlitz,08130,Toutle Lake School District,7,47,44,23,48.89,23,48.89,52.3,6,12.69,15,31.89,0,0,18,38.2,5,10.59,3,6.29,24,51,,2,1,,47,47,14,29.69,14,29.69,29.8,12,25.5,21,44.6,0,0,7,14.8,7,14.8,0,0,33,70.2,,2,1,,2.33,2.18
2014-15,Educational Service District 112,08,Cowlitz,08130,Toutle Lake School District,8,41,39,18,43.89,18,43.89,46.2,7,17,14,34.1,0,0,14,34.1,4,9.69,2,4.79,23,56,,2,,,41,40,8,19.5,8,19.5,20,16,39,16,39,0,0,3,7.29,5,12.09,1,2.39,33,80.4,,2,,,2.26,1.87
2014-15,Educational Service District 112,08,Cowlitz,08130,Toutle Lake School District,11,54,53,33,61.1,33,61.1,62.3,2,3.7,18,33.29,0,0,22,40.7,11,20.3,1,1.8,21,38.79,,3,,,54,49,15,27.69,15,27.69,30.6,17,31.39,17,31.39,0,0,12,22.19,3,5.5,5,9.19,39,72.2,,2,,,2.74,1.83
2014-15,Educational Service District 112,20,Klickitat,20400,Trout Lake School District,3,14,10,7,50,7,50,70,2,14.19,1,7.09,0,0,3,21.39,4,28.5,4,28.5,7,50,,1,,,14,10,5,35.7,5,35.7,50,1,7.09,4,28.5,0,0,3,21.39,2,14.19,4,28.5,9,64.2,,1,,,2.07,1.85
2014-15,Educational Service District 112,20,Klickitat,20400,Trout Lake School District,4,16,11,9,56.2,9,56.2,81.8,0,0,2,12.5,0,0,2,12.5,7,43.7,5,31.19,7,43.7,,1,,,16,11,9,56.2,9,56.2,81.8,0,0,2,12.5,0,0,2,12.5,7,43.7,5,31.19,7,43.7,,,,,2.37,2.37
2014-15,Educational Service District 112,20,Klickitat,20400,Trout Lake School District,5,21,13,11,52.29,11,52.29,84.6,1,4.7,1,4.7,0,0,8,38,3,14.19,8,38,10,47.6,,2,1,,22,14,6,27.19,6,27.19,42.9,2,9,6,27.19,0,0,4,18.1,2,9,8,36.29,16,72.7,,1,1,,1.85,1.54
2014-15,Educational Service District 112,20,Klickitat,20400,Trout Lake School District,6,27,18,9,33.29,9,33.29,50,7,25.89,2,7.4,0,0,6,22.19,3,11.09,9,33.29,18,66.59,,,,,27,18,6,22.19,6,22.19,33.3,6,22.19,6,22.19,0,0,4,14.8,2,7.4,9,33.29,21,77.7,,,,,1.52,1.41
2014-15,Educational Service District 112,20,Klickitat,20400,Trout Lake School District,7,14,6,2,14.19,2,14.19,33.3,1,7.09,3,21.39,0,0,1,7.09,1,7.09,8,57.1,12,85.7,,1,,,14,6,3,21.39,3,21.39,50,2,14.19,1,7.09,0,0,2,14.19,1,7.09,8,57.1,11,78.5,,1,,,1,0.99
2014-15,Educational Service District 112,20,Klickitat,20400,Trout Lake School District,8,12,6,6,50,6,50,100,0,0,0,0,0,0,5,41.6,1,8.3,6,50,6,50,,1,,,12,5,5,41.6,5,41.6,100,0,0,0,0,0,0,0,0,5,41.6,7,58.29,7,58.29,,1,,,1.58,1.66
2014-15,Educational Service District 112,20,Klickitat,20400,Trout Lake School District,11,15,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,
